Episode #,Training Iter,In Heatup,ER #Transitions,ER #Episodes,Episode Length,Total steps,Epsilon,Shaped Training Reward,Training Reward,Update Target Network,Wall-Clock Time,Evaluation Reward,Shaped Evaluation Reward,Success Rate,Loss/Mean,Loss/Stdev,Loss/Max,Loss/Min,Learning Rate/Mean,Learning Rate/Stdev,Learning Rate/Max,Learning Rate/Min,Grads (unclipped)/Mean,Grads (unclipped)/Stdev,Grads (unclipped)/Max,Grads (unclipped)/Min,Discounted Return/Mean,Discounted Return/Stdev,Discounted Return/Max,Discounted Return/Min,Entropy/Mean,Entropy/Stdev,Entropy/Max,Entropy/Min,Advantages/Mean,Advantages/Stdev,Advantages/Max,Advantages/Min,Values/Mean,Values/Stdev,Values/Max,Values/Min,Value Loss/Mean,Value Loss/Stdev,Value Loss/Max,Value Loss/Min,Policy Loss/Mean,Policy Loss/Stdev,Policy Loss/Max,Policy Loss/Min,Value Targets/Mean,Value Targets/Stdev,Value Targets/Max,Value Targets/Min,KL Divergence/Mean,KL Divergence/Stdev,KL Divergence/Max,KL Divergence/Min,Likelihood Ratio/Mean,Likelihood Ratio/Stdev,Likelihood Ratio/Max,Likelihood Ratio/Min,Clipped Likelihood Ratio/Mean,Clipped Likelihood Ratio/Stdev,Clipped Likelihood Ratio/Max,Clipped Likelihood Ratio/Min
69,3.0,0.0,1403.0,9.0,228.0,12504.0,0.0,351.41999999999996,351.41999999999996,0.0,2004.5836939811707,,,,,,,,,,,,,,,,4.5827458984370235,1.495754983218594,5.987994211367587,0.16963229990648956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,3.0,0.0,1536.0,10.0,134.0,12638.0,0.0,207.90700000999996,207.90700000999996,0.0,2022.4956831932068,,,,,,,,,,,,,,,,4.592713878012402,1.473949903095494,5.9865825385365135,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,3.0,0.0,1760.0,11.0,225.0,12863.0,0.0,376.3069999999999,376.3069999999999,0.0,2052.006155729294,,,,,,,,,,,,,,,,4.976464499937358,1.1344942808782943,5.988008360639607,0.6388801357939844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,3.0,0.0,1990.0,12.0,231.0,13094.0,0.0,377.8030000000003,377.8030000000003,0.0,2082.5515751838684,,,,,,,,,,,,,,,,4.869850837947226,0.8255442781710995,5.986198205576101,1.179083729780707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,3.0,0.0,2158.0,13.0,169.0,13263.0,0.0,253.11400001,253.11400001,0.0,2104.7803795337677,,,,,,,,,,,,,,,,4.445557944764627,1.5499537247061348,5.987365981598653,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,3.0,0.0,2397.0,14.0,240.0,13503.0,0.0,393.605,393.605,0.0,2136.1733100414276,,,,,,,,,,,,,,,,4.883427648635491,1.0535754301400058,5.988017452325904,0.5032437412514941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,3.0,0.0,2628.0,15.0,232.0,13735.0,0.0,380.20200000000034,380.20200000000034,0.0,2166.5635175704956,,,,,,,,,,,,,,,,4.879252407347288,0.9603536055207605,5.988023894928208,1.5690923326481034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,3.0,0.0,2731.0,16.0,104.0,13839.0,0.0,170.90500001,170.90500001,0.0,2180.881838321686,,,,,,,,,,,,,,,,4.851956199991163,1.4556787815995962,5.987992219075126,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,3.0,0.0,2953.0,17.0,223.0,14062.0,0.0,339.81100000000026,339.81100000000026,0.0,2210.2054073810577,,,,,,,,,,,,,,,,4.531336210492561,1.2574067643428213,5.98801023790059,0.15851157743224006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,3.0,0.0,3172.0,18.0,220.0,14282.0,0.0,345.51400001,345.51400001,0.0,2239.043517112732,,,,,,,,,,,,,,,,4.675034407733085,1.409097612441685,5.98802382233816,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,3.0,0.0,3390.0,19.0,219.0,14501.0,0.0,329.0179999999998,329.0179999999998,0.0,2267.8428173065186,,,,,,,,,,,,,,,,4.468403516621854,1.45590662149447,5.987918320251825,0.05221113286426555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,3.0,0.0,3462.0,20.0,73.0,14574.0,0.0,113.50600001000002,113.50600001000002,0.0,2277.9490220546722,,,,,,,,,,,,,,,,4.555256835832497,1.7528683261588138,5.958555662300302,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,4.0,0.0,54.0,1.0,55.0,14629.0,0.0,79.10400000999998,79.10400000999998,0.0,2393.2045378684998,,,,,,,,,,,,,,,,4.182238465242906,1.6871154144943985,5.950360632268193,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,4.0,0.0,283.0,2.0,230.0,14859.0,0.0,347.40799999999996,347.40799999999996,0.0,2423.4564967155457,,,,,,,,,,,,,,,,4.494105992183946,1.0875362344843957,5.981212406044361,0.1937468193123139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,4.0,0.0,471.0,3.0,189.0,15048.0,0.0,296.7120000099999,296.7120000099999,0.0,2448.6317069530487,,,,,,,,,,,,,,,,4.661969432171822,1.434037248224403,5.987918202310356,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,4.0,0.0,687.0,4.0,217.0,15265.0,0.0,368.70400000999996,368.70400000999996,0.0,2477.121819496155,,,,,,,,,,,,,,,,5.05592092797465,1.0243354066408152,5.987235236569742,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,4.0,0.0,889.0,5.0,203.0,15468.0,0.0,309.51600000999986,309.51600000999986,0.0,2503.8606357574463,,,,,,,,,,,,,,,,4.5284915058087405,1.5324675236162064,5.988018985912906,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,4.0,0.0,1130.0,6.0,242.0,15710.0,0.0,395.013,395.013,0.0,2535.553727865219,,,,,,,,,,,,,,,,4.8668900766675485,1.3029439871285236,5.98802389099117,0.06799310453838338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,4.0,0.0,1323.0,7.0,194.0,15904.0,0.0,257.83000000999994,257.83000000999994,0.0,2561.107710838318,,,,,,,,,,,,,,,,3.9470876956471175,1.7322007648626006,5.987706053543944,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,4.0,0.0,1457.0,8.0,135.0,16039.0,0.0,210.30800000999997,210.30800000999997,0.0,2579.1571402549744,,,,,,,,,,,,,,,,4.612093512146297,1.4778319371999922,5.988011297837474,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,4.0,0.0,1686.0,9.0,230.0,16269.0,0.0,381.90599999999984,381.90599999999984,0.0,2609.5773665905,,,,,,,,,,,,,,,,4.9444638899541875,1.065650547375531,5.988021702115643,0.4063417394758381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,4.0,0.0,1878.0,10.0,193.0,16462.0,0.0,344.60300000999996,344.60300000999996,0.0,2634.995288848877,,,,,,,,,,,,,,,,5.311486106178459,1.0989023229334272,5.988021252770761,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,4.0,0.0,2116.0,11.0,239.0,16701.0,0.0,365.21500000000015,365.21500000000015,0.0,2666.4000318050385,,,,,,,,,,,,,,,,4.545156370056802,1.263805526743281,5.987999538481111,0.3952574114903172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,4.0,0.0,2225.0,12.0,110.0,16811.0,0.0,185.70400001000002,185.70400001000002,0.0,2681.3422276973724,,,,,,,,,,,,,,,,4.994038034860457,1.3728792298852577,5.9879551239983275,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,4.0,0.0,2403.0,13.0,179.0,16990.0,0.0,316.10300000999996,316.10300000999996,0.0,2705.019816637039,,,,,,,,,,,,,,,,5.252349465112709,1.0572007448636207,5.98802296615149,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,4.0,0.0,2442.0,14.0,40.0,17030.0,0.0,48.31000000999998,48.31000000999998,0.0,2710.8375432491302,,,,,,,,,,,,,,,,3.404391719541446,2.096066690169199,5.952542749629347,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,4.0,0.0,2658.0,15.0,217.0,17247.0,0.0,354.9079999999998,354.9079999999998,0.0,2739.3925547599792,,,,,,,,,,,,,,,,4.8641609564966934,1.2174936917793118,5.987945877631394,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,4.0,0.0,2707.0,16.0,50.0,17297.0,0.0,73.80700001000001,73.80700001000001,0.0,2746.5483877658844,,,,,,,,,,,,,,,,4.2674133971399115,2.1571062435228883,5.984736178245895,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,4.0,0.0,2955.0,17.0,249.0,17546.0,0.0,408.4000000000002,408.4000000000002,0.0,2779.350581884384,,,,,,,,,,,,,,,,4.886065885556836,0.8425403088817833,5.9875773638278345,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,4.0,0.0,3019.0,18.0,65.0,17611.0,0.0,109.70300001,109.70300001,0.0,2788.4301199913025,,,,,,,,,,,,,,,,4.94580180689698,1.5977414399620833,5.984014981169491,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,4.0,0.0,3141.0,19.0,123.0,17734.0,0.0,174.01500001,174.01500001,0.0,2804.994655609131,,,,,,,,,,,,,,,,4.172845324223739,1.8061361789796477,5.978459073381137,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,4.0,0.0,3346.0,20.0,206.0,17940.0,0.0,325.414,325.414,0.0,2832.1078844070435,,,,,,,,,,,,,,,,4.696897731334286,1.3402221861992147,5.987987370954476,0.17554693149564363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,5.0,0.0,221.0,1.0,222.0,18162.0,0.0,337.221,337.221,0.0,2967.423191308975,,,,,,,,,,,,,,,,4.514693218023687,1.53694413407665,5.986207254405185,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,5.0,0.0,428.0,2.0,208.0,18370.0,0.0,367.2080000099999,367.2080000099999,0.0,2994.8348593711853,,,,,,,,,,,,,,,,5.253550747411315,1.2892526340344117,5.9880232808848515,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,5.0,0.0,566.0,3.0,139.0,18509.0,0.0,226.90300000999997,226.90300000999997,0.0,3013.4058299064636,,,,,,,,,,,,,,,,4.83653309911638,1.1863278656996814,5.986890260399297,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,5.0,0.0,793.0,4.0,228.0,18737.0,0.0,332.02400000000034,332.02400000000034,0.0,3043.3178696632385,,,,,,,,,,,,,,,,4.328959875512096,1.6005795504134317,5.985088949866691,0.004612339501794009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,5.0,0.0,831.0,5.0,39.0,18776.0,0.0,41.813000009999975,41.813000009999975,0.0,3049.3773720264435,,,,,,,,,,,,,,,,2.9809894854223318,2.2410105558501807,5.973395587116779,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,5.0,0.0,1056.0,6.0,226.0,19002.0,0.0,380.707,380.707,0.0,3079.063163757324,,,,,,,,,,,,,,,,5.016301752788846,1.0529550106572225,5.986951495879998,0.25866625178887814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,5.0,0.0,1296.0,7.0,241.0,19243.0,0.0,399.3019999999999,399.3019999999999,0.0,3110.7436661720276,,,,,,,,,,,,,,,,4.931609096740394,0.8600348380021163,5.987735284405794,1.577848101419764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,5.0,0.0,1385.0,8.0,90.0,19333.0,0.0,141.51100001000003,141.51100001000003,0.0,3122.9878826141357,,,,,,,,,,,,,,,,4.626361819217964,1.950949842581338,5.988021719143315,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,5.0,0.0,1638.0,9.0,254.0,19587.0,0.0,417.90900000000045,417.90900000000045,0.0,3156.291321992874,,,,,,,,,,,,,,,,4.9005497533151905,1.259193244885397,5.9880229307267765,0.09613310663576435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,5.0,0.0,1751.0,10.0,114.0,19701.0,0.0,182.50300001000005,182.50300001000005,0.0,3171.58665060997,,,,,,,,,,,,,,,,4.729908484056304,1.4118511476824585,5.987965880295832,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,5.0,0.0,1971.0,11.0,221.0,19922.0,0.0,363.706,363.706,0.0,3200.5242171287537,,,,,,,,,,,,,,,,4.895517528210158,1.035237281672876,5.9844058567321285,0.33654468241006397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,5.0,0.0,2080.0,12.0,110.0,20032.0,0.0,165.61600001000008,165.61600001000008,0.0,3215.4086310863495,,,,,,,,,,,,,,,,4.439728953490036,2.0489540721860218,5.987894991859296,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,5.0,0.0,2316.0,13.0,237.0,20269.0,0.0,361.90799999999996,361.90799999999996,0.0,3246.5359959602356,,,,,,,,,,,,,,,,4.5408354688628005,1.0984573322029416,5.977755258796835,0.17001620667195294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,5.0,0.0,2388.0,14.0,73.0,20342.0,0.0,119.10400001000001,119.10400001000001,0.0,3256.9402973651886,,,,,,,,,,,,,,,,4.793518077346375,1.5560956482465587,5.965634082664684,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,5.0,0.0,2607.0,15.0,220.0,20562.0,0.0,329.7200000000002,329.7200000000002,0.0,3286.032051563263,,,,,,,,,,,,,,,,4.453210195361413,1.6015431747779272,5.98773225613311,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,5.0,0.0,2715.0,16.0,109.0,20671.0,0.0,161.21200001000003,161.21200001000003,0.0,3300.698634624481,,,,,,,,,,,,,,,,4.358633498923975,1.7147343767602725,5.9870457009224936,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,5.0,0.0,2773.0,17.0,59.0,20730.0,0.0,83.90600001,83.90600001,0.0,3308.9988663196564,,,,,,,,,,,,,,,,4.126313469590414,1.7041727962629878,5.962545761403161,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,5.0,0.0,2867.0,18.0,95.0,20825.0,0.0,156.40400000999998,156.40400000999998,0.0,3321.928971529007,,,,,,,,,,,,,,,,4.863850305897102,1.4952684272216277,5.987924228643533,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,5.0,0.0,2944.0,19.0,78.0,20903.0,0.0,106.81300000999994,106.81300000999994,0.0,3332.6518065929413,,,,,,,,,,,,,,,,3.9982020671760474,2.014712951995726,5.986845715264904,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,5.0,0.0,3180.0,20.0,237.0,21140.0,0.0,384.90700000000055,384.90700000000055,0.0,3363.7299008369446,,,,,,,,,,,,,,,,4.8326289808775185,1.0842114268892078,5.987893439971409,0.2782194948110419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
